2	0.6858006042296072	
3	0.7311178247734139	
4	0.7613293051359517	
5	0.7129909365558912	
6	0.6484848484848484	
7	0.6128048780487805	
8	0.5766871165644172	
9	0.6419753086419753	
10	0.6118012422360248	
11	0.528125	
12	0.5283018867924528	
13	0.5443037974683544	
14	0.6146496815286624	
15	0.6237942122186495	
16	0.6091205211726385	
17	0.6105610561056105	
18	0.6655518394648829	
19	0.7559322033898305	
20	0.7731958762886598	
21	0.8048780487804879	
22	0.8256227758007118	
23	0.8021978021978022	
24	0.8226415094339623	
25	0.8171206225680934	
26	0.848	
27	0.860655737704918	
28	0.8739495798319328	
29	0.8706896551724138	
30	0.8584070796460177	
31	0.8873873873873874	
32	0.8761467889908257	
33	0.8785046728971962	
34	0.8761904761904762	
35	0.8640776699029126	
36	0.8564356435643564	
37	0.8585858585858586	
38	0.845360824742268	
39	0.8263157894736842	
40	0.8351063829787234	
41	0.8440860215053764	
42	0.7663043478260869	
43	0.5519125683060109	
44	0.4644808743169399	
45	0.3879781420765027	
46	0.292817679558011	
47	0.1977401129943503	
48	0.023121387283236993	
49	0.0	
50	0.0	
