2	0.8066465256797583	
3	0.824773413897281	
4	0.7854984894259819	
5	0.851963746223565	
6	0.8393939393939394	
7	0.8475609756097561	
8	0.8312883435582822	
9	0.8333333333333334	
10	0.8167701863354038	
11	0.784375	
12	0.6823899371069182	
13	0.6677215189873418	
14	0.7006369426751592	
15	0.8520900321543409	
16	0.8208469055374593	
17	0.8151815181518152	
18	0.8394648829431438	
19	0.8576271186440678	
20	0.9140893470790378	
21	0.8780487804878049	
22	0.8647686832740213	
23	0.9230769230769231	
24	0.9207547169811321	
25	0.9221789883268483	
26	0.912	
27	0.8975409836065574	
28	0.907563025210084	
29	0.8879310344827587	
30	0.8716814159292036	
31	0.8603603603603603	
32	1.0	
33	1.0	
34	1.0	
35	1.0	
36	1.0	
37	1.0	
38	1.0	
39	1.0	
40	1.0	
41	0.9946236559139785	
42	1.0	
43	0.32786885245901637	
44	0.32786885245901637	
45	0.32786885245901637	
46	0.32044198895027626	
47	0.3050847457627119	
48	0.0	
49	0.0	
50	0.0	
