2	0.8623853211009175	0.7889908256880734	0.7798165137614679	
3	0.8165137614678899	0.6972477064220184	0.7981651376146789	
4	0.8073394495412844	0.7522935779816514	0.7981651376146789	
5	0.8425925925925926	0.8518518518518519	0.7777777777777778	
6	0.8785046728971962	0.8130841121495327	0.822429906542056	
7	0.8679245283018868	0.7075471698113207	0.7169811320754716	
8	0.8571428571428571	0.638095238095238	0.7238095238095238	
9	0.8653846153846154	0.6634615384615384	0.7884615384615384	
10	0.8823529411764706	0.7254901960784313	0.8333333333333334	
11	0.91	0.62	0.78	
12	0.9183673469387755	0.673469387755102	0.8061224489795918	
13	0.90625	0.40625	0.9166666666666666	
14	0.925531914893617	0.6914893617021277	0.9680851063829787	
15	0.9222222222222223	0.7	0.9333333333333333	
16	0.9186046511627907	0.7674418604651163	0.9534883720930233	
17	0.9634146341463414	0.35365853658536583	0.8780487804878049	
18	0.9487179487179487	0.7948717948717948	0.8461538461538461	
19	0.8133333333333334	0.5466666666666666	0.8533333333333334	
20	0.8055555555555556	0.4583333333333333	0.8611111111111112	
21	0.9714285714285714	0.9428571428571428	0.9428571428571428	
22	0.9705882352941176	0.9705882352941176	0.9411764705882353	
23	0.9393939393939394	0.9545454545454546	1.0	
24	0.953125	0.875	0.875	
25	0.9354838709677419	0.8709677419354839	0.7580645161290323	
26	0.9	0.8666666666666667	0.75	
27	0.864406779661017	0.7457627118644068	0.7457627118644068	
28	0.8275862068965517	0.8620689655172413	0.6896551724137931	
29	0.8103448275862069	0.3448275862068966	0.8103448275862069	
30	0.7931034482758621	0.8103448275862069	0.7241379310344828	
31	0.7321428571428571	0.25	0.0	
32	0.0	0.18518518518518517	0.0	
33	0.0	0.0	0.0	
34	0.0	0.0	0.0	
35	0.0	0.0	0.0	
36	0.0	0.0	0.0	
37	0.0	0.0	0.0	
38	0.0	0.0	0.0	
39	0.0	0.0	0.0	
40	0.0	0.0	0.0	
41	0.0	0.0	0.0	
42	0.0	0.0	0.0	
43	0.0	0.0	0.0	
